id,code_prefix_start,name,parent_id
account_group_127619,127619,Empréstimos e Depósitos Compulsórios,account_group_12761
account_group_12761901,12761901,Empréstimos e Depósitos Compulsórios,account_group_127619
account_group_127619011,127619011,Empréstimos e Depósitos Compulsórios,account_group_12761901
account_group_1277,1277,TÍTULOS A RECEBER,account_group_127
account_group_12771,12771,TÍTULOS A RECEBER,account_group_1277
account_group_127719,127719,Títulos a Receber,account_group_12771
account_group_12771901,12771901,Títulos a Receber,account_group_127719
account_group_127719011,127719011,Títulos a Receber,account_group_12771901
account_group_12772,12772,DIREITOS RESULTANTES DA VENDA DE CARTEIRAS,account_group_1277
account_group_127729,127729,Direitos Resultantes da Venda de Carteira,account_group_12772
account_group_12772901,12772901,Direitos Resultantes da Venda de Carteira,account_group_127729
account_group_127729011,127729011,Direitos Resultantes da Venda de Carteira,account_group_12772901
account_group_12773,12773,ADMINISTRADORA DE BENEFÍCIOS - OUTROS CRÉDITOS OPERACIONAIS,account_group_1277
account_group_127739,127739,Administradora de Benefícios - Outros Créditos Operacionais,account_group_12773
account_group_12773901,12773901,Administradora de Benefícios - Outros Créditos Operacionais,account_group_127739
account_group_127739011,127739011,Administradora de Benefícios - Outros Créditos Operacionais,account_group_12773901
account_group_1278,1278,OUTROS BENS E TÍTULOS A RECEBER,account_group_127
account_group_12781,12781,OUTROS BENS E TÍTULOS A RECEBER,account_group_1278
account_group_127819,127819,Outros Bens e Títulos a Receber,account_group_12781
account_group_12781901,12781901,Outros Bens e Títulos a Receber,account_group_127819
account_group_127819011,127819011,Outros Bens e Títulos a Receber,account_group_12781901
account_group_128,128,DESPESAS ANTECIPADAS,account_group_12
account_group_1281,1281,DESPESAS ADMINISTRATIVAS,account_group_128
account_group_12811,12811,DESPESAS ADMINISTRATIVAS,account_group_1281
account_group_128119,128119,Despesas Administrativas,account_group_12811
account_group_12811901,12811901,Despesas Administrativas,account_group_128119
