id,code,name,note,account_type,reconcile
account_template_avus_4_2_1_09_0003,4.2.1.09.0003,Recrutamento e Seleção,,expense,
account_template_avus_4_2_1_09_0009,4.2.1.09.0009,Outras Despesas com Pessoal,,expense,
account_template_avus_4_2_2_01_0001,4.2.2.01.0001,Comissão de Vendas,,expense,
account_template_avus_4_2_3_02_0001,4.2.3.02.0001,Licenças de Sistemas e Aplicativos,,expense,
account_template_avus_4_2_3_02_0002,4.2.3.02.0002,Manutenção de Sistemas,,expense,
account_template_avus_4_2_3_02_0003,4.2.3.02.0003,Telefonia e Comunicação de Dados,,expense,
account_template_avus_4_2_3_02_0004,4.2.3.02.0004,Manutenção de Equipamentos,,expense,
account_template_avus_4_2_3_02_0006,4.2.3.02.0006,Locação de Equipamentos,,expense,
account_template_avus_4_2_3_02_0009,4.2.3.02.0009,Outras Despesas com Tecnologia,,expense,
account_template_avus_4_2_4_01_0001,4.2.4.01.0001,Aluguéis e Condomínios,,expense,
account_template_avus_4_2_4_01_0002,4.2.4.01.0002,Seguros,,expense,
account_template_avus_4_2_4_01_0003,4.2.4.01.0003,IPTU e Taxas de Funcionamento,,expense,
account_template_avus_4_2_4_01_0004,4.2.4.01.0004,Energia Elétrica,,expense,
account_template_avus_4_2_4_01_0005,4.2.4.01.0005,Higiene e Limpeza,,expense,
account_template_avus_4_2_4_01_0006,4.2.4.01.0006,Manutenção e Reparos,,expense,
account_template_avus_4_2_4_01_0007,4.2.4.01.0007,Manutenção Ar Condicionado,,expense,
account_template_avus_4_2_4_01_0008,4.2.4.01.0008,Material de Escritório / Insumos,,expense,
account_template_avus_4_2_4_01_0009,4.2.4.01.0009,Bens de Pequeno Valor,,expense,
account_template_avus_4_2_4_01_0010,4.2.4.01.0010,Estacionamento,,expense,
account_template_avus_4_2_4_01_0011,4.2.4.01.0011,Obras e Reformas,,expense,
account_template_avus_4_2_4_02_0003,4.2.4.02.0003,Viagem e Hospedagens,,expense,
account_template_avus_4_2_4_02_0004,4.2.4.02.0004,Despesas com Locomoção,,expense,
account_template_avus_4_2_4_04_0001,4.2.4.04.0001,Depreciação,,expense,
account_template_avus_4_2_4_04_0002,4.2.4.04.0002,Amortização,,expense,
account_template_avus_4_2_5_01_0001,4.2.5.01.0001,Comunicação e Marketing,,expense,
account_template_avus_4_2_5_01_0002,4.2.5.01.0002,Marca,,expense,
account_template_avus_4_2_5_01_0003,4.2.5.01.0003,Midias Sociais,,expense,
